ResourceID,name_of_consultation,date_logged,consult_type,development_type,application_type,consult_status,condition_type,condition_description,communication_date,communication_type,communication_notes,planning_outcome,audit_outcome,geometry
a3cc52e3-4f52-4e81-b310-7d5c4dd1a55e,Consultation for 034 Autumn Leaf Alley,2019-03-25,Post-Application,Building alteration,Enquiry,Aborted,Building Engagement,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",15/07/2019,Email,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Implemented,Admin error,POINT (-0.110896792793984 51.5295495953209)
906392ba-f067-4b80-94df-6cdbd2f9a617,Consultation for 7417 Rusk Junction,2019-02-11,Post-Application,Mixed Use,Listed Building Consent,Pre-decision assessment/evaluation,Building Engagement,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",02/01/2019,Mail,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Approved - with legal agreement,Further Information Required,POINT (-0.109958883904661 51.529993893714)
f96f4ff1-4630-4a8c-afed-f2598b0ff21a,Consultation for 967 Valley Edge Court,2019-01-19,Post-Application,Road construction,Enquiry,Completed,Agree WSI,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",02/09/2018,Telephone,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Approved - with watching brief condition,Further Information Required,POINT (-0.109269410723418 51.530746259491)
4438d28a-34b9-4eb2-93b2-bc1df4268510,Consultation for 093 Sunnyside Hill,2018-10-25,Post-Application,Building alteration,Listed Building Consent,Pre-decision assessment/evaluation,Agree WSI,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,03/12/2018,Email,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Implemented,Leave,POINT (-0.108762407245518 51.5308789616958)
ed9c728b-25cf-478a-9081-6c173f38eea4,Consultation for 4 Menomonie Place,2018-11-28,Pre-Application,Mixed Use,Prior Approval,Project Initiation,Building Recording,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,29/09/2018,Telephone,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Approved - with full condition,Information Unavailable,POINT (-0.112793874468258 51.5333077510783)
2f629a1f-0259-4085-8b00-15f1508faac2,Consultation for 63760 Sunbrook Crossing,2019-02-19,Pre-Application,Mixed Use,Appeal,Mitigation,Agree WSI,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",20/12/2018,Email,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Approved - with watching brief condition,Admin error,POINT (-0.1125848548519 51.5322963264682)
ea85e11e-69a2-4b6a-bf0d-33c2a8019b3b,Consultation for 7144 Schiller Drive,2019-03-17,Condition Application,Building alteration,Listed Building Consent,Mitigation,Building Recording,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,03/04/2019,Email,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Implemented,IT Failure,POINT (-0.112013166180243 51.5335000140729)
a83b34a6-546d-4e02-8b99-049f4ffe6e07,Consultation for 728 Sachtjen Crossing,2018-09-10,Pre-Application,Road construction,Prior Approval,Post-excavation assessment,Building Recording,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",15/08/2018,Telephone,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Approved - with full condition,Information Unavailable,POINT (-0.112159153742525 51.5323515893491)
53658413-3adb-422a-82bc-d084b10ad691,Consultation for 96287 Corscot Circle,2018-07-31,Post-Application,Building alteration,Prior Approval,Pre-decision assessment/evaluation,Building Recording,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,10/03/2019,Telephone,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Approved - with watching brief condition,Extended Deadline,POINT (-0.111500687072661 51.5319635921535)
44070c92-050b-4e36-9463-85c7d976ca7c,Consultation for 38 Maple Street,2019-05-19,Condition Application,Land restoration,Prior Approval,Dormant,Building Engagement,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",19/12/2018,Mail,In congue. Etiam justo. Etiam pretium iaculis justo.,Approved - with watching brief condition,IT Failure,POINT (-0.110413591569693 51.5324688231297)
9c916901-ae42-4357-89fb-c824240a4c1d,Consultation for 2 Texas Point,2018-10-27,Post-Application,Land restoration,Enquiry,Dormant,Agree WSI,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,19/01/2019,Telephone,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Implemented,Admin error,POINT (-0.113424382571776 51.5287747593603)
a6918d60-66c0-4f41-b20f-63b88d01d705,Consultation for 206 Kipling Park,2019-01-28,Post-Application,Road construction,Listed Building Consent,Aborted,Building Recording,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,09/12/2018,Mail,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Approved - with watching brief condition,Further Information Required,POINT (-0.113102448081066 51.5279467263199)
55dc1ae0-02dc-48fd-8266-7e3b5fe0cb66,Consultation for 45 New Castle Plaza,2019-02-13,Post-Application,Building alteration,Listed Building Consent,Mitigation,Agree WSI,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,06/02/2019,Mail,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Approved - with full condition,Admin error,POINT (-0.112880881776653 51.526687107328)
7c4f4501-8354-42b3-a44e-3deecf7d2e4a,Consultation for 1030 Sheridan Plaza,2019-01-05,Condition Application,Mixed Use,Enquiry,Pre-decision assessment/evaluation,Agree WSI,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",02/03/2019,Email,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Approved - with watching brief condition,Admin error,POINT (-0.112107506567152 51.528406303876)
68de94c6-5d6a-44ad-bac6-18081573690a,Consultation for 84 Scott Point,2019-02-20,Pre-Application,Land restoration,Listed Building Consent,Mitigation,Building Recording,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,28/04/2019,Email,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Implemented,IT Failure,POINT (-0.112001733631209 51.5272682644597)
6eda9243-3f1c-4977-83af-05415915fe8c,Consultation for 982 Lien Park,2018-12-26,Condition Application,Mixed Use,Listed Building Consent,Post-excavation assessment,Agree WSI,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,27/11/2018,Email,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Approved - with full condition,Extended Deadline,POINT (-0.111285858813207 51.5273820179239)
0a5b27ce-b393-4717-af2c-216c6abb477a,Consultation for 33409 Little Fleur Alley,2019-02-24,Pre-Application,Building alteration,Listed Building Consent,Aborted,Building Engagement,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,03/04/2019,Telephone,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Approved - with watching brief condition,Extended Deadline,POINT (-0.110545964609514 51.5283429347202)
0c920e4f-1be4-44b4-9bd7-f848312c13bb,Consultation for 205 Mallard Plaza,2019-03-27,Condition Application,Land restoration,Appeal,Pre-decision assessment/evaluation,Building Engagement,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",23/06/2019,Email,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Approved - with full condition,Further Information Required,POINT (-0.110797042354819 51.5279178645147)
c8634910-8c31-46e3-9f9f-14e4c994503b,Consultation for 6 Grayhawk Crossing,2018-12-15,Condition Application,Land restoration,Enquiry,Pre-decision assessment/evaluation,Building Recording,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",17/10/2018,Telephone,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Approved - with full condition,Leave,POINT (-0.110733243382862 51.5284975941223)
a44869cf-8bd8-4ab2-877d-a2f2c721c632,Consultation for 53 Oakridge Park,2018-08-29,Pre-Application,Mixed Use,Listed Building Consent,Completed,Building Recording,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",20/03/2019,Telephone,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Implemented,IT Failure,POINT (-0.11331984386014 51.529003227207)
643424f4-57a5-4915-9813-1aaa630b6679,Consultation for 59962 Carberry Way,2019-02-17,Condition Application,Building alteration,Listed Building Consent,Project Initiation,Agree WSI,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",20/10/2018,Email,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Approved - with full condition,Extended Deadline,POINT (-0.113059704570164 51.5292688637486)
fbf2b763-8d07-475d-8ffd-0a47baacca66,Consultation for 123 Arrowood Plaza,2018-08-05,Pre-Application,Road construction,Appeal,Aborted,Agree WSI,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",01/04/2019,Email,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,No outcome,Information Unavailable,POINT (-0.111878165 51.530116055)
b89770a7-8d06-4a87-8726-36d636e92615,Consultation for 019 Merrick Pass,2019-01-12,Condition Application,Land restoration,Listed Building Consent,Completed,Building Engagement,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,19/03/2019,Mail,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Approved - with full condition,Information Unavailable,POINT (-0.112114513402676 51.5304547724783)
2661f501-2624-4dd0-a793-f9433302b322,Consultation for 9003 Redwing Hill,2018-10-04,Post-Application,Land restoration,Enquiry,Completed,Agree WSI,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,13/09/2018,Mail,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Approved - with full condition,Further Information Required,POINT (-0.114114750338495 51.5298978234352)
cd79c247-c2f8-4ac8-8d7d-f0c0e5fa2a32,Consultation for 66 Bay Lane,2019-01-07,Condition Application,Building alteration,Appeal,Completed,Agree WSI,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",09/10/2018,Mail,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Approved - with full condition,Leave,POINT (-0.114515346182662 51.5306968773976)
e7210eec-42ea-4f08-aa5d-f8097dad9fbe,Consultation for 41725 Cascade Crossing,2018-08-09,Condition Application,Building alteration,Prior Approval,Project Initiation,Building Engagement,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",10/08/2018,Telephone,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Implemented,IT Failure,POINT (-0.114109903430408 51.5283368682153)
f7dd13ce-8c01-4a4f-8ea7-9c9a844c2412,Consultation for 0769 Milwaukee Avenue,2019-02-04,Post-Application,Mixed Use,Enquiry,Completed,Building Engagement,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",03/11/2018,Email,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Implemented,Information Unavailable,POINT (-0.11069640867079 51.5224767296261)
0d59384a-191b-4018-857b-bb051a9d17c7,Consultation for 52453 Petterle Pass,2019-04-05,Post-Application,Land restoration,Enquiry,Dormant,Agree WSI,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,11/09/2018,Email,Fusce consequat. Nulla nisl. Nunc nisl.,Approved - with legal agreement,Further Information Required,POINT (-0.085005990704873 51.5236122684135)
dfdba91e-7993-4731-9442-eb4eb0afba7a,Consultation for 07 Duke Center,2019-03-26,Pre-Application,Road construction,Appeal,Project Initiation,Agree WSI,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",26/08/2018,Mail,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Approved - with legal agreement,Leave,POINT (-0.0863644555297 51.520048862357)
defa68d4-98cd-4f49-9553-173e972fa2e0,Consultation for 28 Dennis Lane,2019-03-19,Post-Application,Road construction,Enquiry,Aborted,Agree WSI,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",01/08/2018,Telephone,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Approved - with full condition,Leave,POINT (-0.085339587762243 51.523020762254)
a0cc521f-c868-4742-9f9c-4cc738d31a0a,Consultation for 6 Moulton Terrace,2019-01-09,Post-Application,Mixed Use,Enquiry,Project Initiation,Agree WSI,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,19/04/2019,Email,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Implemented,Admin error,POINT (-0.089907588798527 51.5241520600648)
df54224e-17a3-4cc0-974c-84d82dbecb57,Consultation for 1775 Mcguire Parkway,2019-02-16,Post-Application,Building alteration,Enquiry,Mitigation,Building Recording,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,02/09/2018,Email,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Approved - with watching brief condition,Further Information Required,POINT (-0.088205503503939 51.5243069530145)
